date,ticker,open,high,low,close,label,sessions_num
2020-01-02,MWG,114000.0,117000.0,113700.0,117000.0,0,0
2020-01-03,MWG,117000.0,117700.0,115200.0,115300.0,0,0
2020-01-06,MWG,114800.0,115400.0,114000.0,114700.0,0,0
2020-01-07,MWG,114700.0,115600.0,113300.0,115600.0,0,0
2020-01-08,MWG,114000.0,115000.0,112800.0,112800.0,0,0
2020-01-09,MWG,113900.0,115000.0,113400.0,114500.0,0,0
2020-01-10,MWG,114600.0,115600.0,114300.0,115100.0,0,0
2020-01-13,MWG,114500.0,115300.0,114100.0,114500.0,0,0
2020-01-14,MWG,114800.0,114800.0,113800.0,113900.0,0,0
2020-01-15,MWG,113900.0,114200.0,113700.0,114000.0,0,0
2020-01-16,MWG,114000.0,116000.0,113900.0,115400.0,0,0
2020-01-17,MWG,115400.0,116200.0,115400.0,116100.0,0,0
2020-01-20,MWG,115500.0,118600.0,115500.0,118600.0,0,0
2020-01-21,MWG,118600.0,120500.0,118400.0,120000.0,0,0
2020-01-22,MWG,119600.0,120100.0,118500.0,119200.0,0,0
2020-01-30,MWG,116000.0,117100.0,113000.0,114000.0,0,0
2020-01-31,MWG,113000.0,114600.0,110500.0,110800.0,0,0
2020-02-03,MWG,108200.0,109900.0,104000.0,108800.0,0,0
2020-02-04,MWG,109000.0,110500.0,106400.0,107900.0,0,0
2020-02-05,MWG,108000.0,109700.0,108000.0,108000.0,0,0
2020-02-06,MWG,108000.0,110300.0,108000.0,109500.0,0,0
2020-02-07,MWG,109300.0,109300.0,107800.0,108700.0,0,0
2020-02-10,MWG,106500.0,107500.0,105800.0,105800.0,0,0
2020-02-11,MWG,106000.0,106800.0,106000.0,106500.0,0,0
2020-02-12,MWG,106700.0,109400.0,106700.0,109000.0,0,0
2020-02-13,MWG,107900.0,109000.0,107900.0,108000.0,0,0
2020-02-14,MWG,107000.0,107700.0,105900.0,107100.0,0,0
2020-02-17,MWG,107200.0,107500.0,106200.0,107500.0,0,0
2020-02-18,MWG,107500.0,109100.0,107000.0,108900.0,0,0
2020-02-19,MWG,109400.0,110500.0,108900.0,110500.0,0,0
2020-02-20,MWG,111000.0,111400.0,110200.0,110600.0,0,0
2020-02-21,MWG,110600.0,112000.0,109800.0,110600.0,0,0
2020-02-24,MWG,108000.0,108900.0,105700.0,106200.0,0,0
2020-02-25,MWG,105200.0,107000.0,105200.0,107000.0,0,0
2020-02-26,MWG,106000.0,107900.0,105500.0,106200.0,0,0
2020-02-27,MWG,106200.0,108400.0,106200.0,108400.0,0,0
2020-02-28,MWG,106000.0,107200.0,104500.0,106500.0,0,0
2020-03-02,MWG,106500.0,107200.0,105900.0,106500.0,0,0
2020-03-03,MWG,107800.0,107800.0,106300.0,106400.0,0,0
2020-03-04,MWG,105900.0,106000.0,104600.0,106000.0,0,0
2020-03-05,MWG,106000.0,106600.0,104500.0,105500.0,0,0
2020-03-06,MWG,104400.0,104800.0,101400.0,103100.0,0,0
2020-03-09,MWG,95900.0,98500.0,95900.0,95900.0,0,0
2020-03-10,MWG,90900.0,95000.0,90200.0,93900.0,0,0
2020-03-11,MWG,94500.0,94500.0,87400.0,87400.0,0,0
2020-03-12,MWG,81300.0,81300.0,81300.0,81300.0,0,0
2020-03-13,MWG,75700.0,86000.0,75700.0,79000.0,0,0
2020-03-16,MWG,77000.0,79200.0,74000.0,76000.0,0,0
2020-03-17,MWG,72500.0,78000.0,71600.0,77300.0,0,0
2020-03-18,MWG,77800.0,80500.0,77000.0,78800.0,0,0
2020-03-19,MWG,77000.0,77700.0,74600.0,75600.0,0,0
2020-03-20,MWG,75800.0,77200.0,74900.0,77200.0,0,0
2020-03-23,MWG,73200.0,75000.0,71800.0,71800.0,0,0
2020-03-24,MWG,71800.0,71800.0,66800.0,68800.0,0,0
2020-03-25,MWG,70000.0,73000.0,69000.0,73000.0,0,0
2020-03-26,MWG,72300.0,72300.0,68000.0,68000.0,0,0
2020-03-27,MWG,65300.0,66000.0,63300.0,63300.0,0,0
2020-03-30,MWG,58900.0,65000.0,58900.0,59500.0,0,0
2020-03-31,MWG,61000.0,62700.0,56300.0,58900.0,0,0
2020-04-01,MWG,58700.0,62200.0,58400.0,61200.0,0,0
2020-04-03,MWG,62900.0,65400.0,62300.0,65400.0,0,0
2020-04-06,MWG,69900.0,69900.0,69900.0,69900.0,0,0
2020-04-07,MWG,74700.0,74700.0,70900.0,74600.0,0,0
2020-04-08,MWG,72800.0,74600.0,71500.0,74000.0,0,0
2020-04-09,MWG,75000.0,75300.0,73000.0,73000.0,0,0
2020-04-10,MWG,71600.0,72900.0,70600.0,71700.0,0,0
