date,ticker,open,high,low,close,label,sessions_num
2020-01-02,VPB,20050.0,20700.0,20050.0,20550.0,0,0
2020-01-03,VPB,20550.0,20950.0,20350.0,20400.0,0,0
2020-01-06,VPB,20150.0,20350.0,19950.0,19950.0,0,0
2020-01-07,VPB,20000.0,20350.0,20000.0,20350.0,0,0
2020-01-08,VPB,20150.0,20350.0,19900.0,20100.0,0,0
2020-01-09,VPB,20300.0,20800.0,20250.0,20750.0,0,0
2020-01-10,VPB,20750.0,21300.0,20750.0,21050.0,0,0
2020-01-13,VPB,21000.0,21150.0,20600.0,20600.0,0,0
2020-01-14,VPB,20700.0,21300.0,20650.0,21150.0,0,0
2020-01-15,VPB,21150.0,21700.0,21150.0,21650.0,0,0
2020-01-16,VPB,21700.0,21950.0,21650.0,21850.0,0,0
2020-01-17,VPB,21950.0,22150.0,21700.0,21900.0,0,0
2020-01-20,VPB,21800.0,22500.0,21750.0,22500.0,0,0
2020-01-21,VPB,22700.0,23600.0,22600.0,23550.0,0,0
2020-01-22,VPB,23400.0,23800.0,23100.0,23600.0,0,0
2020-01-30,VPB,23000.0,23400.0,22350.0,22700.0,0,0
2020-01-31,VPB,22500.0,23100.0,22450.0,22450.0,0,0
2020-02-03,VPB,21650.0,23450.0,21250.0,22600.0,0,0
2020-02-04,VPB,22700.0,23450.0,22500.0,23450.0,0,0
2020-02-05,VPB,23850.0,24600.0,23750.0,24150.0,0,0
2020-02-06,VPB,23950.0,25500.0,23550.0,25500.0,0,0
2020-02-07,VPB,25100.0,25650.0,24900.0,25350.0,0,0
2020-02-10,VPB,24800.0,25300.0,24600.0,24600.0,0,0
2020-02-11,VPB,24600.0,25400.0,24550.0,25400.0,0,0
2020-02-12,VPB,25700.0,26850.0,25700.0,25850.0,0,0
2020-02-13,VPB,25650.0,26600.0,25350.0,26600.0,0,0
2020-02-14,VPB,27000.0,27500.0,26600.0,27150.0,0,0
2020-02-17,VPB,27100.0,27300.0,26750.0,27100.0,0,0
2020-02-18,VPB,27000.0,27600.0,26900.0,27400.0,0,0
2020-02-19,VPB,27600.0,27900.0,27500.0,27800.0,0,0
2020-02-20,VPB,28150.0,28550.0,27950.0,28550.0,0,0
2020-02-21,VPB,28500.0,29300.0,28200.0,28800.0,0,0
2020-02-24,VPB,28000.0,28300.0,26800.0,26800.0,0,0
2020-02-25,VPB,26200.0,28300.0,26200.0,28300.0,0,0
2020-02-26,VPB,27800.0,28900.0,27700.0,28300.0,0,0
2020-02-27,VPB,28000.0,28550.0,27850.0,28350.0,0,0
2020-02-28,VPB,27750.0,27950.0,26800.0,27200.0,0,0
2020-03-02,VPB,27100.0,27300.0,26800.0,26900.0,0,0
2020-03-03,VPB,27500.0,27600.0,27100.0,27150.0,0,0
2020-03-04,VPB,26950.0,27300.0,26550.0,27150.0,0,0
2020-03-05,VPB,27500.0,28450.0,27200.0,27850.0,0,0
2020-03-06,VPB,27400.0,27700.0,27200.0,27500.0,0,0
2020-03-09,VPB,25600.0,26250.0,25600.0,25600.0,0,0
2020-03-10,VPB,25600.0,26500.0,24550.0,26000.0,0,0
2020-03-11,VPB,26000.0,26400.0,24200.0,24200.0,0,0
2020-03-12,VPB,22600.0,23300.0,22550.0,22550.0,0,0
2020-03-13,VPB,21000.0,23050.0,21000.0,22500.0,0,0
2020-03-16,VPB,22200.0,22250.0,20950.0,20950.0,0,0
2020-03-17,VPB,19600.0,21700.0,19500.0,21500.0,0,0
2020-03-18,VPB,21500.0,21850.0,20900.0,21550.0,0,0
2020-03-19,VPB,21000.0,21000.0,20100.0,20800.0,0,0
2020-03-20,VPB,20800.0,21350.0,20600.0,21050.0,0,0
2020-03-23,VPB,20200.0,20200.0,19600.0,19600.0,0,0
2020-03-24,VPB,19600.0,20150.0,18600.0,19500.0,0,0
2020-03-25,VPB,20400.0,20500.0,19700.0,20300.0,0,0
2020-03-26,VPB,20000.0,20150.0,19400.0,19600.0,0,0
2020-03-27,VPB,19650.0,19650.0,18800.0,19550.0,0,0
2020-03-30,VPB,18200.0,18400.0,18200.0,18200.0,0,0
2020-03-31,VPB,18200.0,18450.0,16950.0,16950.0,0,0
2020-04-01,VPB,16950.0,17500.0,16000.0,17250.0,0,0
2020-04-03,VPB,17250.0,17850.0,17200.0,17550.0,0,0
2020-04-06,VPB,18000.0,18750.0,17900.0,18750.0,0,0
2020-04-07,VPB,19000.0,19450.0,18650.0,19450.0,0,0
2020-04-08,VPB,19000.0,19150.0,18600.0,18900.0,0,0
2020-04-09,VPB,18900.0,19300.0,18750.0,18800.0,0,0
2020-04-10,VPB,18600.0,18800.0,18200.0,18650.0,0,0
2020-04-13,VPB,19050.0,19950.0,19000.0,19950.0,0,0
2020-04-14,VPB,21000.0,21300.0,20200.0,21300.0,0,0
2020-04-15,VPB,21750.0,22600.0,21500.0,21750.0,0,0
2020-04-16,VPB,21050.0,21750.0,21000.0,21750.0,0,0
2020-04-17,VPB,22000.0,22200.0,21150.0,21450.0,0,0
2020-04-20,VPB,21700.0,21700.0,20800.0,21000.0,0,0
2020-04-21,VPB,20500.0,20900.0,19550.0,19550.0,0,0
2020-04-22,VPB,19000.0,20850.0,19000.0,20200.0,0,0
2020-04-23,VPB,20700.0,20700.0,19900.0,19900.0,0,0
2020-04-24,VPB,19900.0,20500.0,19550.0,20500.0,0,0
2020-04-27,VPB,21900.0,21900.0,20950.0,21000.0,0,0
2020-04-28,VPB,20900.0,21400.0,20500.0,21000.0,0,0
2020-04-29,VPB,21000.0,21100.0,20500.0,20500.0,0,0
2020-05-04,VPB,19550.0,20400.0,19500.0,20050.0,0,0
2020-05-05,VPB,20250.0,20450.0,20000.0,20350.0,0,0
2020-05-06,VPB,20350.0,20850.0,20300.0,20850.0,0,0
2020-05-07,VPB,20800.0,21400.0,20800.0,21400.0,0,0
2020-05-08,VPB,21500.0,22850.0,21500.0,22800.0,0,0
2020-05-11,VPB,23200.0,24150.0,23200.0,24100.0,0,0
2020-05-12,VPB,24200.0,24200.0,23350.0,24050.0,0,0
2020-05-13,VPB,23700.0,24200.0,23050.0,23900.0,0,0
2020-05-14,VPB,23700.0,23900.0,23350.0,23650.0,0,0
2020-05-15,VPB,23750.0,23950.0,23450.0,23850.0,0,0
2020-05-18,VPB,23800.0,25100.0,23650.0,25100.0,0,0
2020-05-19,VPB,26000.0,26000.0,24950.0,25000.0,0,0
2020-05-20,VPB,24500.0,24900.0,24450.0,24600.0,0,0
2020-05-21,VPB,24500.0,24750.0,24150.0,24700.0,0,0
2020-05-22,VPB,24700.0,24750.0,24100.0,24150.0,0,0
2020-05-25,VPB,24000.0,24250.0,23600.0,24000.0,0,0
2020-05-26,VPB,24300.0,24750.0,24050.0,24150.0,0,0
2020-05-27,VPB,24300.0,24450.0,23000.0,23000.0,0,0
2020-05-28,VPB,23100.0,23500.0,22750.0,23100.0,0,0
2020-05-29,VPB,23100.0,23400.0,22950.0,23350.0,0,0
2020-06-01,VPB,23750.0,24550.0,23400.0,24550.0,0,0
2020-06-02,VPB,24850.0,24850.0,23950.0,24100.0,0,0
2020-06-03,VPB,24150.0,24400.0,23950.0,24300.0,0,0
2020-06-04,VPB,24500.0,24600.0,23950.0,24000.0,0,0
2020-06-05,VPB,23900.0,24500.0,23800.0,24500.0,0,0
2020-06-08,VPB,24850.0,25000.0,24400.0,24450.0,0,0
2020-06-09,VPB,24450.0,24450.0,24000.0,24100.0,0,0
2020-06-10,VPB,24000.0,24500.0,23500.0,24150.0,0,0
2020-06-11,VPB,24300.0,24300.0,23100.0,23100.0,0,0
2020-06-12,VPB,22100.0,23300.0,22100.0,23100.0,0,0
2020-06-15,VPB,23100.0,23100.0,21600.0,21600.0,0,0
2020-06-16,VPB,22300.0,22500.0,21900.0,22200.0,0,0
2020-06-17,VPB,22300.0,22550.0,22000.0,22350.0,0,0
2020-06-18,VPB,22200.0,22550.0,22100.0,22300.0,0,0
2020-06-19,VPB,22400.0,22850.0,22350.0,22800.0,0,0
2020-06-22,VPB,22700.0,23000.0,22500.0,22700.0,0,0
2020-06-23,VPB,22700.0,22850.0,22400.0,22750.0,0,0
2020-06-24,VPB,22700.0,22800.0,22200.0,22300.0,0,0
2020-06-25,VPB,21800.0,22300.0,21800.0,22000.0,0,0
2020-06-26,VPB,22350.0,22400.0,21800.0,22000.0,0,0
2020-06-29,VPB,21700.0,21700.0,20850.0,21000.0,0,0
2020-06-30,VPB,21400.0,21400.0,20250.0,20450.0,0,0
2020-07-01,VPB,20750.0,21600.0,20300.0,21600.0,0,0
2020-07-02,VPB,21500.0,21700.0,21200.0,21450.0,0,0
2020-07-03,VPB,21250.0,21500.0,21250.0,21300.0,0,0
2020-07-06,VPB,21400.0,22100.0,21300.0,22000.0,0,0
2020-07-07,VPB,22100.0,22300.0,21650.0,21700.0,-2,27
2020-07-08,VPB,21700.0,21950.0,21500.0,21900.0,0,0
2020-07-09,VPB,22050.0,22950.0,22050.0,22850.0,0,0
2020-07-10,VPB,22700.0,23050.0,22550.0,22650.0,0,0
2020-07-13,VPB,22900.0,22950.0,22200.0,22350.0,0,0
2020-07-14,VPB,22050.0,22400.0,21900.0,22200.0,0,0
2020-07-15,VPB,22550.0,22800.0,22500.0,22500.0,0,0
2020-07-16,VPB,22500.0,22600.0,22400.0,22600.0,0,0
2020-07-17,VPB,22500.0,23200.0,22450.0,23050.0,0,0
2020-07-20,VPB,23200.0,23300.0,22700.0,22700.0,0,0
2020-07-21,VPB,22700.0,22850.0,22500.0,22750.0,0,0
2020-07-22,VPB,22800.0,22900.0,22350.0,22450.0,0,0
2020-07-23,VPB,22400.0,22500.0,22100.0,22500.0,0,0
2020-07-24,VPB,22350.0,22400.0,20950.0,21200.0,0,0
2020-07-27,VPB,20000.0,20950.0,19750.0,19750.0,0,0
2020-07-28,VPB,20200.0,20700.0,19750.0,20700.0,0,0
2020-07-29,VPB,20050.0,20250.0,19400.0,19950.0,0,0
2020-07-30,VPB,20200.0,20700.0,20000.0,20300.0,0,0
2020-07-31,VPB,20000.0,20450.0,19700.0,20200.0,0,0
2020-08-03,VPB,20100.0,20950.0,20100.0,20950.0,0,0
2020-08-04,VPB,21200.0,21600.0,20950.0,21100.0,0,0
2020-08-05,VPB,21100.0,21500.0,20900.0,21500.0,0,0
2020-08-06,VPB,21400.0,21700.0,21200.0,21350.0,0,0
2020-08-07,VPB,21300.0,21500.0,21150.0,21250.0,0,0
2020-08-10,VPB,21500.0,21700.0,21350.0,21350.0,0,0
2020-08-11,VPB,21550.0,21600.0,21300.0,21450.0,0,0
2020-08-12,VPB,21600.0,21750.0,21450.0,21700.0,0,0
2020-08-13,VPB,21750.0,21950.0,21700.0,21750.0,0,0
2020-08-14,VPB,21750.0,21900.0,21300.0,21400.0,0,0
